SubjectId	OriginGMT	DestinationGMT	Direction	q02_TripPurpose	q03_WhoPays	q11_DepartureOrArrivalIsImportant	q12_IdealDepTime	q13_IdealArrTime	q14_PartySize	q15_Age	q16_Income	Cont_Income	q17_Gender	q19_Occupation	q20_Education	AirlineFirstFlight_1	AirlineFirstFlight_2	AirlineFirstFlight_3	AirlineSecondFlight_1	AirlineSecondFlight_2	AirlineSecondFlight_3	AirplaneFirstFlight_1	AirplaneFirstFlight_2	AirplaneFirstFlight_3	AirplaneSecondFlight_1	AirplaneSecondFlight_2	AirplaneSecondFlight_3	DepartureTimeHours_1	DepartureTimeHours_2	DepartureTimeHours_3	DepartureTimeMins_1	DepartureTimeMins_2	DepartureTimeMins_3	ArrivalTimeHours_1	ArrivalTimeHours_2	ArrivalTimeHours_3	ArrivalTimeMins_1	ArrivalTimeMins_2	ArrivalTimeMins_3	FlyingTimeHours_1	FlyingTimeHours_2	FlyingTimeHours_3	TripTimeHours_1	TripTimeHours_2	TripTimeHours_3	Legroom_1	Legroom_2	Legroom_3	Fare_1	Fare_2	Fare_3	BestAlternative_1	BestAlternative_2	BestAlternative_3	TripPurpose
3327	300	480	0	2	1	2	-1	855	1	5	14	350	1	3	4	10	10	4	-1	-1	10	3	6	6	-1	2	7	15	10.5	12	900	630	720	16.8833	13.8833	15.3833	1013	833	923	4.88333	5.38333	5.38333	4.88333	6.38333	6.38333	3	1	1	490	465	465	1	0	0	2
3328	480	300	2	2	1	1	420	-1	4	6	14	350	2	1	3	9	11	4	-1	-1	11	7	4	2	-1	4	4	9	11	7	540	660	420	17.2167	21.7167	17.2167	1033	1303	1033	5.21667	5.71667	5.71667	5.21667	7.71667	7.21667	4	2	4	350	385	330	0	0	1	2
3329	420	480	0	2	1	1	450	-1	2	4	10	112.5	1	3	7	2	3	2	-1	-1	5	2	2	2	-1	3	6	16.5	13.5	9	990	810	540	17.9167	15.9167	12.4167	1075	955	745	2.41667	2.91667	2.91667	2.41667	3.41667	4.41667	4	1	2	455	455	395	0	0	1	2
3330	360	480	0	2	1	2	-1	765	2	4	9	92.5	1	2	8	1	5	1	-1	-1	5	8	2	5	-1	4	7	16.5	12	16.5	990	720	990	18.7333	15.2333	20.2333	1124	914	1214	4.23333	4.73333	4.73333	4.23333	5.23333	5.73333	2	2	2	250	260	290	1	0	0	2
3331	480	300	2	2	1	2	-1	840	1	3	10	112.5	1	2	6	3	3	4	-1	-1	6	6	3	5	-1	1	4	10	6	9	600	360	540	18.3	15.8	19.8	1098	948	1188	5.3	5.8	5.8	5.3	6.8	7.8	3	2	2	630	550	575	1	0	0	2
3332	360	360	1	2	1	2	-1	945	2	4	99	-1	2	99	3	1	3	6	-1	-1	7	2	4	7	-1	2	6	16.5	7.5	18	990	450	1080	18.25	11.75	21.75	1095	705	1305	1.75	2.25	2.25	1.75	4.25	3.75	3	4	2	325	265	295	0	0	1	2
3333	300	360	0	1	1	2	-1	510	1	4	10	112.5	2	1	5	4	6	1	-1	-1	2	3	7	4	-1	6	4	9	16.5	12	540	990	720	10.05	19.05	15.05	603	1143	903	2.05	2.55	2.55	2.05	3.55	4.05	4	3	2	630	600	630	0	1	0	1
3334	300	420	0	2	1	2	-1	660	1	4	7	70	1	1	6	8	4	7	-1	-1	5	2	1	1	-1	6	3	10.5	16.5	13.5	630	990	810	11.5333	19.0333	16.0333	692	1142	962	3.03333	3.53333	3.53333	3.03333	4.53333	4.53333	1	2	4	325	380	345	1	0	0	2
3335	480	420	2	2	1	1	1080	-1	1	2	5	50	1	2	6	2	6	6	-1	-1	4	8	2	3	-1	6	2	10.5	7.5	7.5	630	450	450	13.1	11.1	12.6	786	666	756	1.6	2.1	2.1	1.6	2.6	4.1	1	3	3	195	190	150	1	0	0	2
3336	300	480	0	1	2	1	960	-1	1	3	14	350	1	3	6	5	4	3	-1	-1	4	6	8	8	-1	4	2	15	12	18	900	720	1080	17.8167	15.8167	21.8167	1069	949	1309	5.81667	6.31667	6.31667	5.81667	6.81667	6.81667	2	1	4	440	440	490	1	0	0	1
3337	300	480	0	2	1	2	-1	555	2	6	12	162.5	1	2	6	2	6	6	-1	-1	4	8	2	3	-1	6	2	10.5	7.5	7.5	630	450	450	13.3	11.3	12.8	798	678	768	5.8	6.3	6.3	5.8	6.8	8.3	1	3	3	560	540	420	0	1	0	2
3338	480	300	2	2	1	2	-1	300	1	6	10	112.5	1	2	7	8	5	6	-1	-1	1	7	5	4	-1	2	2	8	9	9	480	540	540	16.3333	19.8333	19.8333	980	1190	1190	5.33333	5.83333	5.83333	5.33333	7.83333	7.83333	4	1	2	815	815	575	0	0	1	2
3339	300	480	0	2	1	2	-1	750	1	2	3	30	2	99	3	2	5	7	-1	-1	4	4	7	5	-1	8	6	15	10.5	13.5	900	630	810	17.2667	14.2667	17.7667	1036	856	1066	5.26667	5.76667	5.76667	5.26667	6.76667	7.26667	3	1	4	215	205	205	1	0	0	2
3340	480	300	2	1	2	2	-1	1080	1	3	9	92.5	1	1	7	5	2	4	-1	-1	5	1	4	1	-1	5	2	12	11	9	720	660	540	19.1667	19.6667	17.1667	1150	1180	1030	4.16667	4.66667	4.66667	4.16667	5.66667	5.16667	1	1	2	295	310	265	0	0	1	1
3341	300	480	0	1	2	2	-1	720	5	2	1	10	2	99	3	4	6	1	-1	-1	2	7	5	1	-1	8	7	16.5	7.5	9	990	450	540	19.2667	12.7667	13.2667	1156	766	796	5.76667	6.26667	6.26667	5.76667	8.26667	7.26667	3	4	3	290	325	370	1	0	0	1
3342	300	480	0	4	1	2	-1	570	2	3	7	70	1	2	7	3	4	6	-1	-1	2	2	1	8	-1	3	7	13.5	16.5	7.5	810	990	450	16.3	20.3	12.3	978	1218	738	5.8	6.3	6.3	5.8	6.8	7.8	3	3	4	545	545	485	1	0	0	4
3343	300	300	1	2	1	1	1170	-1	2	5	14	350	1	1	8	7	2	5	-1	-1	7	1	2	3	-1	6	2	16.5	9	13.5	990	540	810	17.7667	12.2667	15.7667	1066	736	946	1.26667	1.76667	1.76667	1.26667	3.26667	2.26667	2	4	2	230	270	270	1	0	0	2
3344	300	300	1	0	1	1	1020	-1	2	3	12	162.5	1	2	7	6	3	6	-1	-1	5	3	6	5	-1	7	1	10.5	9	15	630	540	900	13.0167	12.5167	18.5167	781	751	1111	2.51667	3.01667	3.01667	2.51667	3.51667	3.51667	2	1	4	300	285	300	1	0	0	0
3345	480	300	2	2	1	1	420	-1	2	4	10	112.5	2	5	6	5	4	7	-1	-1	3	7	1	2	-1	5	3	7	7	11	420	420	660	15.3333	16.3333	20.3333	920	980	1220	5.33333	5.83333	5.83333	5.33333	6.33333	6.33333	3	4	3	535	610	585	1	0	0	2
3346	480	300	2	2	1	2	-1	420	2	3	11	137.5	1	2	8	6	6	4	-1	-1	7	7	5	8	-1	7	3	11	6	11	660	360	660	19.45	16.45	21.45	1167	987	1287	5.45	5.95	5.95	5.45	7.45	7.45	1	1	3	565	535	595	1	0	0	2
3347	480	300	2	2	1	1	300	-1	4	4	8	80	1	3	3	4	1	4	-1	-1	1	2	1	4	-1	4	1	12	10	13	720	600	780	19.4	18.9	22.9	1164	1134	1374	4.4	4.9	4.9	4.4	5.9	6.9	2	3	1	235	165	195	0	1	0	2
3348	300	300	1	2	1	2	-1	660	4	3	7	70	1	3	6	3	7	2	-1	-1	8	5	2	1	-1	8	3	12	13.5	12	720	810	720	14.6833	18.1833	15.6833	881	1091	941	2.68333	3.18333	3.18333	2.68333	4.68333	3.68333	1	2	4	235	185	195	0	0	1	2
3349	480	300	2	1	2	2	-1	1020	3	5	99	-1	1	1	7	6	4	2	-1	-1	6	2	6	6	-1	2	7	10	9	8	600	540	480	18.4167	19.9167	18.4167	1105	1195	1105	5.41667	5.91667	5.91667	5.41667	7.91667	7.41667	4	2	4	260	205	250	1	0	0	1
3350	300	480	0	2	1	1	540	-1	2	5	10	112.5	2	6	3	4	7	3	-1	-1	5	2	7	8	-1	1	6	12	15	9	720	900	540	14.5667	19.5667	12.5667	874	1174	754	5.56667	6.06667	6.06667	5.56667	7.56667	6.56667	2	4	2	455	360	435	0	1	0	2
3351	360	300	2	1	2	2	-1	855	3	4	10	112.5	2	1	6	1	5	11	-1	-1	3	4	8	4	-1	1	6	12	14	10	720	840	600	15.0833	19.0833	15.0833	905	1145	905	2.08333	2.58333	2.58333	2.08333	4.08333	4.08333	4	4	4	565	495	425	0	1	0	1
3352	480	480	1	2	1	1	540	-1	2	3	5	50	2	6	6	7	5	2	-1	-1	1	4	8	7	-1	4	8	16.5	18	10.5	990	1080	630	17.8667	21.8667	13.3667	1072	1312	802	1.36667	1.86667	1.86667	1.36667	3.86667	2.86667	2	1	4	150	145	180	1	0	0	2
3353	300	480	0	2	1	2	-1	780	1	3	3	30	2	2	8	5	2	2	-1	-1	3	7	7	3	-1	2	5	15	7.5	16.5	900	450	990	16.0833	11.0833	20.0833	965	665	1205	4.08333	4.58333	4.58333	4.08333	6.58333	6.58333	3	3	4	410	410	455	1	0	0	2
3354	300	300	1	2	1	2	-1	1200	1	4	99	-1	2	2	4	2	1	3	-1	-1	8	3	4	4	-1	5	8	13.5	9	18	810	540	1080	14.3333	10.8333	20.8333	860	650	1250	0.833333	1.33333	1.33333	0.833333	1.83333	2.83333	2	2	3	225	190	205	1	0	0	2
3355	300	360	0	2	1	1	1425	-1	1	3	10	112.5	2	5	6	1	4	4	-1	-1	1	6	7	3	-1	8	1	16.5	16.5	15	990	990	900	17.9333	19.9333	18.9333	1076	1196	1136	2.43333	2.93333	2.93333	2.43333	4.43333	4.93333	3	1	4	355	325	325	1	0	0	2
3356	300	480	0	2	1	1	1125	-1	1	4	7	70	1	2	6	4	7	7	-1	-1	3	8	6	2	-1	2	4	16.5	16.5	16.5	990	990	990	17.5833	19.5833	18.5833	1055	1175	1115	4.08333	4.58333	4.58333	4.08333	6.08333	5.08333	3	1	1	325	280	265	0	0	1	2
3357	300	480	0	1	2	1	390	-1	1	4	10	112.5	1	1	6	7	7	7	-1	-1	4	6	6	1	-1	3	4	7.5	9	12	450	540	720	10.0667	14.0667	16.0667	604	844	964	5.56667	6.06667	6.06667	5.56667	8.06667	7.06667	1	3	2	475	435	435	1	0	0	1
3358	300	480	0	2	1	1	630	-1	1	3	10	112.5	1	1	7	6	2	7	-1	-1	1	4	3	3	-1	1	7	10.5	15	16.5	630	900	990	13.3167	19.8167	21.3167	799	1189	1279	5.81667	6.31667	6.31667	5.81667	7.81667	7.81667	3	2	2	490	570	595	1	0	0	2
3359	300	480	0	2	1	1	1080	-1	1	4	6	60	1	3	3	8	5	6	-1	-1	1	7	5	4	-1	2	2	10.5	12	12	630	720	720	11.8	15.8	15.8	708	948	948	4.3	4.8	4.8	4.3	6.8	6.8	4	1	2	300	300	215	0	0	1	2
3360	360	360	1	2	1	2	-1	540	1	5	99	-1	1	2	6	6	2	3	-1	-1	6	5	2	4	-1	2	1	18	16.5	9	1080	990	540	19	19.5	12	1140	1170	720	1	1.5	1.5	1	3	3	2	3	1	110	140	115	1	0	0	2
3361	420	300	2	2	1	2	-1	720	4	3	10	112.5	1	2	9	2	6	5	-1	-1	7	4	8	1	-1	3	5	11	12	8	660	720	480	16.15	19.15	14.15	969	1149	849	3.15	3.65	3.65	3.15	5.15	4.15	3	1	1	520	490	605	0	1	0	2
3362	480	480	1	2	1	1	420	-1	2	3	6	60	2	1	6	4	5	4	-1	-1	2	6	2	1	-1	8	3	18	15	10.5	1080	900	630	18.9667	16.9667	13.9667	1138	1018	838	0.966667	1.46667	1.46667	0.966667	1.96667	3.46667	2	1	1	150	210	160	1	0	0	2
3363	300	360	0	2	1	1	-1	-1	1	6	8	80	2	2	7	2	10	9	-1	-1	5	8	5	2	-1	3	8	18	9	10.5	1080	540	630	19.4833	12.9833	12.9833	1169	779	779	2.48333	2.98333	2.98333	2.48333	4.98333	3.48333	1	4	4	780	675	575	0	0	1	2
3364	360	300	2	4	1	1	360	-1	5	2	2	20	1	4	3	2	6	5	-1	-1	7	2	3	4	-1	7	3	14	9	10	840	540	600	17.5833	13.5833	16.0833	1055	815	965	2.58333	3.08333	3.08333	2.58333	3.58333	5.08333	4	2	4	180	200	200	1	0	0	4
3365	360	480	0	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	5	5	-1	-1	6	1	6	5	-1	5	5	13.5	18	16.5	810	1080	990	15.7333	21.7333	19.7333	944	1304	1184	4.23333	4.73333	4.73333	4.23333	5.73333	5.23333	2	3	4	485	595	620	1	0	0	2
3366	300	420	0	1	2	2	-1	540	1	6	13	187.5	1	1	7	4	5	2	-1	-1	9	3	8	3	-1	7	8	7.5	7.5	18	450	450	1080	8.53333	10.5333	20.0333	512	632	1202	3.03333	3.53333	3.53333	3.03333	5.03333	4.03333	4	3	3	315	300	285	1	0	0	1
3367	480	480	1	2	1	1	1140	-1	2	3	9	92.5	1	1	6	6	6	2	-1	-1	4	6	4	2	-1	6	2	9	10.5	18	540	630	1080	10.3667	13.8667	21.3667	622	832	1282	1.36667	1.86667	1.86667	1.36667	3.36667	3.36667	4	4	4	170	180	160	1	0	0	2
3368	480	300	2	2	1	0	-1	-1	1	3	2	20	2	5	6	7	3	3	-1	-1	9	5	7	5	-1	2	3	12	11	9	720	660	540	19.5333	19.5333	18.5333	1172	1172	1112	4.53333	5.03333	5.03333	4.53333	5.53333	6.53333	3	3	4	615	455	615	0	1	0	2
3369	300	360	0	2	3	1	390	-1	1	3	9	92.5	1	1	7	4	1	2	-1	-1	7	5	3	5	-1	1	4	15	9	10.5	900	540	630	16.55	13.05	13.05	993	783	783	2.55	3.05	3.05	2.55	5.05	3.55	4	1	3	410	525	430	1	0	0	2
3370	300	480	0	2	1	1	360	-1	2	2	3	30	1	4	5	7	9	5	-1	-1	8	4	1	5	-1	2	7	18	7.5	15	1080	450	900	20.9833	12.9833	18.9833	1259	779	1139	5.98333	6.48333	6.48333	5.98333	8.48333	6.98333	2	2	2	425	375	320	1	0	0	2
3371	480	420	2	2	1	1	1140	-1	2	3	12	162.5	1	2	7	2	11	1	-1	-1	3	4	6	7	-1	6	3	7	11	14	420	660	840	10.4167	15.9167	19.9167	625	955	1195	2.41667	2.91667	2.91667	2.41667	3.91667	4.91667	3	2	2	315	335	425	1	0	0	2
3372	300	300	1	2	1	2	-1	630	2	4	4	40	2	5	3	5	3	1	-1	-1	2	5	8	4	-1	3	3	16.5	9	13.5	990	540	810	17.75	12.75	16.75	1065	765	1005	1.25	1.75	1.75	1.25	3.75	3.25	4	2	4	155	195	195	0	1	0	2
3373	300	480	0	2	1	2	-1	600	1	2	3	30	2	12	6	10	1	5	-1	-1	3	4	4	3	-1	3	6	9	16.5	12	540	990	720	11.85	20.35	15.85	711	1221	951	5.85	6.35	6.35	5.85	6.85	6.85	2	1	4	345	345	360	1	0	0	2
3374	300	300	1	2	1	2	-1	600	1	3	13	187.5	2	1	6	4	3	3	-1	-1	1	6	5	7	-1	7	5	10.5	13.5	7.5	630	810	450	11.7667	17.2667	9.76667	706	1036	586	1.26667	1.76667	1.76667	1.26667	3.76667	2.26667	2	2	2	145	155	140	1	0	0	2
3375	420	300	2	2	1	1	540	-1	3	3	3	30	2	5	7	5	1	5	-1	-1	4	7	6	8	-1	4	1	7	14	7	420	840	420	11.75	21.25	13.75	705	1275	825	2.75	3.25	3.25	2.75	5.25	4.75	3	4	2	480	560	585	1	0	0	2
3376	300	480	0	2	1	2	-1	1005	1	2	3	30	2	4	6	7	9	6	-1	-1	2	5	8	1	-1	1	1	10.5	10.5	18	630	630	1080	13.3	15.8	21.8	798	948	1308	5.8	6.3	6.3	5.8	8.3	6.8	3	3	1	410	410	450	1	0	0	2
3377	360	480	0	1	3	2	-1	930	2	5	14	350	1	1	6	2	5	7	-1	-1	4	2	5	3	-1	6	1	12	15	18	720	900	1080	13.3667	18.8667	20.8667	802	1132	1252	3.36667	3.86667	3.86667	3.36667	5.86667	4.86667	4	2	1	690	570	690	1	0	0	1
3378	480	420	2	2	1	2	-1	900	1	4	8	80	1	1	7	7	3	3	-1	-1	8	8	5	3	-1	4	5	8	9	8	480	540	480	11.2833	14.2833	12.7833	677	857	767	2.28333	2.78333	2.78333	2.28333	4.28333	3.78333	4	4	1	400	420	380	1	0	0	2
3379	360	480	0	2	1	2	-1	90	4	2	2	20	1	4	6	11	4	3	-1	-1	4	5	3	3	-1	3	8	13.5	10.5	15	810	630	900	14.8333	14.3333	18.3333	890	860	1100	3.33333	3.83333	3.83333	3.33333	5.83333	5.33333	3	4	2	450	355	375	0	1	0	2
3380	480	480	1	2	1	2	-1	1140	1	3	6	60	2	2	7	2	6	5	-1	-1	7	4	8	1	-1	3	5	13.5	15	9	810	900	540	14.5	18	11	870	1080	660	1	1.5	1.5	1	3	2	3	1	1	265	250	310	1	0	0	2
3381	300	300	1	2	1	2	-1	660	2	3	5	50	2	3	7	2	5	7	-1	-1	4	2	5	3	-1	6	1	12	15	18	720	900	1080	14.5167	20.0167	22.0167	871	1201	1321	2.51667	3.01667	3.01667	2.51667	5.01667	4.01667	4	2	1	515	425	515	1	0	0	2
3382	480	300	2	2	1	2	-1	1035	1	3	8	80	2	3	6	6	7	6	-1	-1	1	5	4	3	-1	1	3	9	6	10	540	360	600	17.3333	15.8333	19.3333	1040	950	1160	5.33333	5.83333	5.83333	5.33333	6.83333	6.33333	2	3	4	1065	915	915	0	1	0	2
3383	300	480	0	4	1	1	720	-1	2	3	5	50	2	5	3	7	4	1	-1	-1	3	1	5	2	-1	3	8	12	7.5	12	720	450	720	14.35	11.35	16.85	861	681	1011	5.35	5.85	5.85	5.35	6.85	7.85	2	3	1	295	375	360	1	0	0	4
3384	300	480	0	2	1	1	480	-1	1	4	9	92.5	1	4	3	1	5	11	-1	-1	3	4	8	4	-1	1	6	15	18	12	900	1080	720	17.8	22.8	16.8	1068	1368	1008	5.8	6.3	6.3	5.8	7.8	7.8	4	4	4	700	615	525	1	0	0	2
3385	480	300	2	4	1	1	1245	-1	1	4	10	112.5	1	2	7	5	5	5	-1	-1	2	8	4	7	-1	8	3	11	12	7	660	720	420	19.35	22.35	17.35	1161	1341	1041	5.35	5.85	5.85	5.35	7.35	7.35	3	2	2	555	480	410	0	0	1	4
3386	300	480	0	2	1	2	-1	840	1	4	10	112.5	1	1	6	7	5	2	-1	-1	1	2	3	8	-1	2	2	9	9	15	540	540	900	10.7333	12.2333	18.7333	644	734	1124	4.73333	5.23333	5.23333	4.73333	6.23333	6.73333	1	2	1	345	385	345	0	0	1	2
3387	360	300	2	2	1	2	-1	720	-1	-1	-1	-1	-1	-1	-1	3	6	5	-1	-1	2	7	3	6	-1	4	3	12	11	13	720	660	780	16.5667	17.0667	19.5667	994	1024	1174	3.56667	4.06667	4.06667	3.56667	5.06667	5.56667	2	4	3	415	345	325	0	1	0	2
3388	420	480	0	2	1	1	1245	-1	1	4	2	20	2	2	6	3	6	5	-1	-1	2	7	3	6	-1	4	3	15	13.5	16.5	900	810	990	16.5167	16.5167	20.0167	991	991	1201	2.51667	3.01667	3.01667	2.51667	4.01667	4.51667	2	4	3	525	435	415	0	0	1	2
3389	300	300	1	1	2	2	-1	780	1	4	9	92.5	2	2	6	7	9	6	-1	-1	2	5	8	1	-1	1	1	10.5	10.5	18	630	630	1080	11.75	14.25	20.25	705	855	1215	1.25	1.75	1.75	1.25	3.75	2.25	3	3	1	215	215	240	1	0	0	1
3390	480	300	2	1	1	1	360	-1	1	5	14	350	1	1	3	11	2	4	-1	-1	7	5	4	2	-1	6	2	6	9	12	360	540	720	14.35	18.35	21.85	861	1101	1311	5.35	5.85	5.85	5.35	6.35	6.85	3	3	1	555	580	530	1	0	0	1
3391	480	360	2	2	1	2	-1	1020	2	4	10	112.5	2	1	6	1	5	11	-1	-1	3	4	8	4	-1	1	6	12	14	10	720	840	600	17.4833	21.4833	17.4833	1049	1289	1049	3.48333	3.98333	3.98333	3.48333	5.48333	5.48333	4	4	4	775	680	585	0	0	1	2
3392	480	360	2	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	6	4	-1	-1	7	7	5	8	-1	7	3	12	7	12	720	420	720	17.9667	14.9667	19.9667	1078	898	1198	3.96667	4.46667	4.46667	3.96667	5.96667	5.96667	1	1	3	390	370	410	0	1	0	4
3393	300	300	1	2	1	1	600	-1	2	5	99	-1	2	2	6	8	2	4	-1	-1	7	8	6	6	-1	8	8	10.5	13.5	7.5	630	810	450	13.0167	18.0167	12.0167	781	1081	721	2.51667	3.01667	3.01667	2.51667	4.51667	4.51667	4	4	4	295	320	295	1	0	0	2
3394	300	360	0	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	6	-1	-1	10	2	5	6	-1	3	2	9	15	16.5	540	900	990	8.66667	16.6667	18.1667	520	1000	1090	0.666667	1.16667	1.16667	0.666667	2.66667	2.66667	2	3	1	270	260	245	0	0	1	2
3395	360	480	0	2	1	1	1020	-1	1	3	9	92.5	1	1	7	2	5	3	-1	-1	7	8	4	4	-1	7	7	16.5	16.5	15	990	990	900	18.25	20.75	18.25	1095	1245	1095	3.75	4.25	4.25	3.75	6.25	5.25	1	3	2	295	245	255	0	1	0	2
3396	360	300	2	2	1	2	-1	810	1	5	7	70	1	3	4	2	6	5	-1	-1	7	2	3	4	-1	7	3	14	9	10	840	540	600	17.6	13.6	16.1	1056	816	966	2.6	3.1	3.1	2.6	3.6	5.1	4	2	4	165	180	180	1	0	0	2
3397	480	480	1	2	1	1	600	-1	2	5	99	-1	1	99	99	7	1	2	-1	-1	5	1	3	8	-1	8	4	18	16.5	18	1080	990	1080	19.3667	19.8667	20.8667	1162	1192	1252	1.36667	1.86667	1.86667	1.36667	3.36667	2.86667	2	3	4	285	245	310	1	0	0	2
3398	360	480	0	2	1	1	360	-1	1	4	5	50	2	2	4	7	4	1	-1	-1	3	6	7	6	-1	7	2	15	16.5	9	900	990	540	17.3333	21.3333	12.3333	1040	1280	740	4.33333	4.83333	4.83333	4.33333	6.83333	5.33333	1	4	4	655	785	685	1	0	0	2
3399	300	480	0	4	1	1	450	-1	1	6	10	112.5	2	2	7	7	5	2	-1	-1	1	4	8	7	-1	4	8	16.5	18	10.5	990	1080	630	18.4667	22.4667	13.9667	1108	1348	838	4.96667	5.46667	5.46667	4.96667	7.46667	6.46667	2	1	4	245	235	295	1	0	0	4
3400	480	480	1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	7	6	-1	-1	1	5	4	3	-1	1	3	12	7.5	13.5	720	450	810	13	10	15.5	780	600	930	1	1.5	1.5	1	2.5	2	2	3	4	305	260	260	0	0	1	2
3401	300	480	0	2	1	1	480	-1	2	2	5	50	1	2	6	4	10	5	-1	-1	1	7	2	7	-1	7	4	12	9	18	720	540	1080	14.0667	12.0667	22.0667	844	724	1324	5.06667	5.56667	5.56667	5.06667	6.06667	7.06667	3	3	4	295	395	360	1	0	0	2
3402	300	480	0	4	2	1	1140	-1	3	5	14	350	1	1	6	4	11	5	-1	-1	1	3	1	8	-1	3	7	15	18	13.5	900	1080	810	17.7167	22.7167	17.7167	1063	1363	1063	5.71667	6.21667	6.21667	5.71667	7.71667	7.21667	4	4	1	570	620	570	1	0	0	4
3403	420	480	0	1	2	2	-1	600	1	5	99	-1	1	99	6	6	2	7	-1	-1	1	2	8	5	-1	5	4	7.5	10.5	7.5	450	630	450	8.11667	12.1167	9.61667	487	727	577	1.61667	2.11667	2.11667	1.61667	2.61667	3.11667	4	1	3	245	175	205	1	0	0	1
3404	300	300	1	2	1	2	-1	540	2	2	6	60	1	6	5	7	4	1	-1	-1	3	6	7	6	-1	7	2	15	16.5	9	900	990	540	17.45	21.45	12.45	1047	1287	747	2.45	2.95	2.95	2.45	4.95	3.45	1	4	4	355	425	375	1	0	0	2
3405	300	300	1	2	1	2	-1	1080	3	2	99	-1	1	99	3	7	5	2	-1	-1	1	4	8	7	-1	4	8	16.5	18	10.5	990	1080	630	18.15	22.15	13.65	1089	1329	819	1.65	2.15	2.15	1.65	4.15	3.15	2	1	4	265	255	320	1	0	0	2
3406	360	360	1	4	3	2	-1	360	1	5	5	50	1	4	6	4	6	11	-1	-1	9	6	4	5	-1	3	1	12	10.5	16.5	720	630	990	13.6833	14.6833	19.6833	821	881	1181	1.68333	2.18333	2.18333	1.68333	4.18333	3.18333	2	1	4	355	395	355	0	0	1	4
3407	300	300	1	2	1	2	-1	630	1	6	12	162.5	1	1	7	5	5	6	-1	-1	10	2	5	6	-1	3	2	9	15	16.5	540	900	990	11.0833	19.0833	20.5833	665	1145	1235	2.08333	2.58333	2.58333	2.08333	4.08333	4.08333	2	3	1	160	150	145	1	0	0	2
3408	480	360	2	2	1	1	600	-1	2	3	8	80	1	2	6	1	11	3	-1	-1	4	2	2	6	-1	1	5	9	13	10	540	780	600	14.9667	19.9667	16.9667	898	1198	1018	3.96667	4.46667	4.46667	3.96667	4.96667	4.96667	3	4	3	185	205	185	1	0	0	2
3409	300	480	0	2	1	1	465	-1	1	3	6	60	1	1	7	1	11	3	-1	-1	4	2	2	6	-1	1	5	10.5	16.5	12	630	990	720	12.85	19.85	15.35	771	1191	921	5.35	5.85	5.85	5.35	6.35	6.35	3	4	3	295	325	295	1	0	0	2
3410	480	300	2	4	1	1	600	-1	2	6	13	187.5	1	1	6	6	6	2	-1	-1	4	6	4	2	-1	6	2	7	8	13	420	480	780	14.6333	17.6333	22.6333	878	1058	1358	4.63333	5.13333	5.13333	4.63333	6.63333	6.63333	4	4	4	505	535	480	1	0	0	4
3411	300	480	0	2	1	1	600	-1	5	2	4	40	2	2	3	7	4	1	-1	-1	3	1	5	2	-1	3	8	12	7.5	12	720	450	720	13.6833	10.6833	16.1833	821	641	971	4.68333	5.18333	5.18333	4.68333	6.18333	7.18333	2	3	1	245	315	300	1	0	0	2
3412	300	360	0	2	1	1	900	-1	4	4	14	350	1	1	7	1	10	3	-1	-1	4	4	1	2	-1	5	3	7.5	7.5	9	450	450	540	8.93333	10.9333	12.9333	536	656	776	2.43333	2.93333	2.93333	2.43333	4.43333	4.93333	4	3	2	630	600	760	1	0	0	2
3413	300	480	0	1	2	1	510	-1	1	4	10	112.5	1	1	8	2	6	5	-1	-1	7	4	8	1	-1	3	5	13.5	15	9	810	900	540	15.3833	18.8833	11.8833	923	1133	713	4.88333	5.38333	5.38333	4.88333	6.88333	5.88333	3	1	1	480	450	555	1	0	0	1
3414	420	480	0	2	1	2	-1	690	1	99	99	-1	2	3	5	3	1	7	-1	-1	6	8	7	8	-1	3	3	9	10.5	18	540	630	1080	10.4167	14.4167	20.4167	625	865	1225	2.41667	2.91667	2.91667	2.41667	4.91667	3.41667	2	2	2	300	325	300	1	0	0	2
3415	300	480	0	4	2	2	-1	900	1	2	14	350	1	1	6	4	2	5	-1	-1	7	5	2	7	-1	5	2	7.5	16.5	15	450	990	900	9.85	21.35	18.85	591	1281	1131	5.35	5.85	5.85	5.35	7.85	6.85	4	2	1	415	370	370	1	0	0	4
3416	300	480	0	2	1	1	1200	-1	2	4	10	112.5	1	2	7	2	4	5	-1	-1	8	6	8	1	-1	1	1	16.5	12	16.5	990	720	990	19.0667	16.0667	21.5667	1144	964	1294	5.56667	6.06667	6.06667	5.56667	7.06667	8.06667	4	4	4	415	455	340	1	0	0	2
3417	480	300	2	2	1	2	-1	1320	1	3	5	50	2	5	3	5	2	2	-1	-1	3	7	7	3	-1	2	5	11	6	12	660	360	720	19.3333	16.8333	22.8333	1160	1010	1370	5.33333	5.83333	5.83333	5.33333	7.83333	7.83333	3	3	4	690	690	765	1	0	0	2
