	ID	CAR_AV_0	CAR_AV_1	CAR_AV_2	CAR_AV_3	CAR_AV_4	CAR_AV_5	CAR_AV_6	CAR_AV_7	CAR_AV_8	CAR_CO_0	CAR_CO_1	CAR_CO_2	CAR_CO_3	CAR_CO_4	CAR_CO_5	CAR_CO_6	CAR_CO_7	CAR_CO_8	CAR_TT_0	CAR_TT_1	CAR_TT_2	CAR_TT_3	CAR_TT_4	CAR_TT_5	CAR_TT_6	CAR_TT_7	CAR_TT_8	CHOICE_0	CHOICE_1	CHOICE_2	CHOICE_3	CHOICE_4	CHOICE_5	CHOICE_6	CHOICE_7	CHOICE_8	SM_AV_0	SM_AV_1	SM_AV_2	SM_AV_3	SM_AV_4	SM_AV_5	SM_AV_6	SM_AV_7	SM_AV_8	SM_CO_0	SM_CO_1	SM_CO_2	SM_CO_3	SM_CO_4	SM_CO_5	SM_CO_6	SM_CO_7	SM_CO_8	SM_HE_0	SM_HE_1	SM_HE_2	SM_HE_3	SM_HE_4	SM_HE_5	SM_HE_6	SM_HE_7	SM_HE_8	SM_SEATS_0	SM_SEATS_1	SM_SEATS_2	SM_SEATS_3	SM_SEATS_4	SM_SEATS_5	SM_SEATS_6	SM_SEATS_7	SM_SEATS_8	SM_TT_0	SM_TT_1	SM_TT_2	SM_TT_3	SM_TT_4	SM_TT_5	SM_TT_6	SM_TT_7	SM_TT_8	TRAIN_AV_0	TRAIN_AV_1	TRAIN_AV_2	TRAIN_AV_3	TRAIN_AV_4	TRAIN_AV_5	TRAIN_AV_6	TRAIN_AV_7	TRAIN_AV_8	TRAIN_CO_0	TRAIN_CO_1	TRAIN_CO_2	TRAIN_CO_3	TRAIN_CO_4	TRAIN_CO_5	TRAIN_CO_6	TRAIN_CO_7	TRAIN_CO_8	TRAIN_HE_0	TRAIN_HE_1	TRAIN_HE_2	TRAIN_HE_3	TRAIN_HE_4	TRAIN_HE_5	TRAIN_HE_6	TRAIN_HE_7	TRAIN_HE_8	TRAIN_TT_0	TRAIN_TT_1	TRAIN_TT_2	TRAIN_TT_3	TRAIN_TT_4	TRAIN_TT_5	TRAIN_TT_6	TRAIN_TT_7	TRAIN_TT_8	INCOME	FIRST	PURPOSE	DEST	TICKET	LUGGAGE	MALE	SP	SURVEY	GROUP	ORIGIN	QuestionID	GA	WHO	AGE	index
1052	1053	1	1	1	1	1	1	1	1	1	75	97	60	60	97	60	75	75	75	143	143	143	88	110	110	88	110	88	2	2	3	3	2	2	3	2	3	1	1	1	1	1	1	1	1	1	106	99	123	106	83	99	123	86	91	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	49	44	55	49	49	44	55	55	44	1	1	1	1	1	1	1	1	1	96	96	96	80	72	72	96	72	80	120	30	60	30	60	120	120	30	60	125	114	146	114	146	125	114	114	146	1	0	4	2	3	0	0	1	1	3	25	1	0	1	3	9469
1053	1054	1	1	1	1	1	1	1	1	1	75	60	60	97	97	75	60	97	97	110	143	88	143	88	143	110	110	110	3	2	3	2	2	2	3	2	3	1	1	1	1	1	1	1	1	1	99	83	86	86	90	90	106	91	123	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	44	49	55	55	55	55	49	44	55	1	1	1	1	1	1	1	1	1	96	72	72	72	80	80	96	80	96	120	120	120	60	120	60	60	120	30	146	114	146	125	125	114	114	114	125	3	0	4	2	3	0	0	1	1	3	25	1	0	1	3	9478
1054	1055	1	1	1	1	1	1	1	1	1	105	84	84	136	136	105	84	136	136	180	234	144	234	144	234	180	180	180	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	128	106	108	108	114	114	132	116	149	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	112	117	123	123	123	123	117	112	123	1	1	1	1	1	1	1	1	1	127	95	95	95	106	106	127	106	127	120	120	120	60	120	60	60	120	30	230	175	230	193	193	175	175	175	193	3	0	4	12	3	0	0	1	1	3	25	1	0	1	3	9487
1055	1056	1	1	1	1	1	1	1	1	1	112	182	140	182	112	140	112	182	140	190	247	247	152	247	152	152	152	190	2	2	2	3	2	3	3	2	2	1	1	1	1	1	1	1	1	1	139	172	156	156	144	128	156	165	172	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	81	71	63	63	63	71	63	71	71	1	1	1	1	1	1	1	1	1	123	123	111	111	123	111	148	148	123	30	120	30	60	30	30	60	30	60	236	236	236	182	200	200	200	236	200	3	0	4	1	3	0	1	1	1	3	25	1	0	1	3	9496
1056	1057	1	1	1	1	1	1	1	1	1	36	58	45	58	36	45	36	58	45	80	104	104	64	104	64	64	64	80	3	2	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	65	76	70	70	70	62	80	80	76	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	103	101	99	99	99	101	99	101	101	1	1	1	1	1	1	1	1	1	62	62	56	56	62	56	74	74	62	30	120	30	60	30	30	60	30	60	142	142	142	117	125	125	125	142	125	3	0	4	10	3	0	1	1	1	3	25	1	0	1	4	9505
1057	1058	1	1	1	1	1	1	1	1	1	95	123	76	76	123	76	95	95	95	182	182	182	112	140	140	112	140	112	3	2	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	123	116	132	114	98	106	132	98	106	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	230	227	234	230	230	227	234	234	227	1	1	1	1	1	1	1	1	1	118	118	118	98	88	88	118	88	98	120	30	60	30	60	120	120	30	60	285	270	314	270	314	285	270	270	314	2	0	4	2	3	0	0	1	1	3	25	1	0	1	2	9514
1058	1059	1	1	1	1	1	1	1	1	1	110	143	88	88	143	88	110	110	110	208	208	208	128	160	160	128	160	128	2	2	2	3	2	2	3	2	3	1	1	1	1	1	1	1	1	1	132	128	144	128	103	116	144	106	114	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	88	83	94	88	88	83	94	94	83	1	1	1	1	1	1	1	1	1	119	119	119	99	89	89	119	89	99	120	30	60	30	60	120	120	30	60	164	149	195	149	195	164	149	149	195	4	0	4	11	3	0	0	1	1	3	25	1	0	1	2	9523
1059	1060	1	1	1	1	1	1	1	1	1	48	78	60	78	48	60	48	78	60	90	117	117	72	117	72	72	72	90	3	2	3	2	3	2	3	2	3	1	1	1	1	1	1	1	1	1	80	90	83	83	83	76	91	91	90	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	134	132	130	130	130	132	130	132	132	1	1	1	1	1	1	1	1	1	76	76	68	68	76	68	91	91	76	30	120	30	60	30	30	60	30	60	160	160	160	135	143	143	143	160	143	2	0	4	10	3	0	1	1	1	3	25	1	0	1	2	9532
1060	1061	1	1	1	1	1	1	1	1	1	110	88	88	143	143	110	88	143	143	170	221	136	221	136	221	170	170	170	3	2	3	2	3	2	3	3	3	1	1	1	1	1	1	1	1	1	132	106	111	111	114	114	139	123	156	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	140	145	151	151	151	151	145	140	151	1	1	1	1	1	1	1	1	1	127	95	95	95	106	106	127	106	127	120	120	120	60	120	60	60	120	30	258	203	258	221	221	203	203	203	221	3	0	4	12	3	0	1	1	1	3	25	1	0	1	2	9541
1061	1062	1	1	1	1	1	1	1	1	1	64	104	80	104	64	80	64	104	80	110	143	143	88	143	88	88	88	110	3	2	2	3	2	3	3	3	3	1	1	1	1	1	1	1	1	1	90	106	99	99	91	83	99	106	106	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	55	49	44	44	44	49	44	49	49	1	1	1	1	1	1	1	1	1	80	80	72	72	80	72	96	96	80	30	120	30	60	30	30	60	30	60	146	146	146	114	125	125	125	146	125	2	0	4	2	3	0	1	1	1	3	25	1	0	1	3	9550
1062	1063	1	1	1	1	1	1	1	1	1	115	149	92	92	149	92	115	115	115	260	260	260	160	200	200	160	200	160	3	2	3	3	2	3	3	2	3	1	1	1	1	1	1	1	1	1	177	165	198	172	132	161	198	139	149	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	167	161	175	167	167	161	175	175	161	1	1	1	1	1	1	1	1	1	158	158	158	132	119	119	158	119	132	120	30	60	30	60	120	120	30	60	275	249	327	249	327	275	249	249	327	2	0	4	23	3	1	1	1	1	3	1	1	0	1	1	9559
1063	1064	1	1	1	1	1	1	1	1	1	75	60	60	97	97	75	60	97	97	120	156	96	156	96	156	120	120	120	3	3	3	2	2	3	3	3	3	1	1	1	1	1	1	1	1	1	99	83	86	86	90	90	106	91	123	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	44	49	55	55	55	55	49	44	55	1	1	1	1	1	1	1	1	1	96	72	72	72	80	80	96	80	96	120	120	120	60	120	60	60	120	30	146	114	146	125	125	114	114	114	125	2	0	4	2	3	1	0	1	1	3	25	1	0	1	2	9568
1064	1065	1	1	1	1	1	1	1	1	1	44	71	55	71	44	55	44	71	55	80	104	104	64	104	64	64	64	80	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	65	76	70	70	68	58	76	80	76	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	82	80	78	78	78	80	78	80	80	1	1	1	1	1	1	1	1	1	62	62	56	56	62	56	74	74	62	30	120	30	60	30	30	60	30	60	115	115	115	99	104	104	104	115	104	2	0	4	10	3	1	0	1	1	3	25	1	0	1	2	9577
1065	1066	1	1	1	1	1	1	1	1	1	125	162	100	100	162	100	125	125	125	273	273	273	168	210	210	168	210	168	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	165	156	198	172	128	156	198	132	144	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	71	63	81	71	71	63	81	81	63	1	1	1	1	1	1	1	1	1	148	148	148	123	111	111	148	111	123	120	30	60	30	60	120	120	30	60	200	182	236	182	236	200	182	182	236	2	0	4	1	3	1	1	1	1	3	25	1	0	1	2	9586
1066	1067	1	1	1	1	1	1	1	1	1	60	78	48	48	78	48	60	60	60	143	143	143	88	110	110	88	110	88	2	2	3	3	2	3	3	2	3	1	1	1	1	1	1	1	1	1	114	111	132	114	91	106	132	95	103	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	83	80	87	83	83	80	87	87	80	1	1	1	1	1	1	1	1	1	108	108	108	90	81	81	108	81	90	120	30	60	30	60	120	120	30	60	138	124	166	124	166	138	124	124	166	3	0	4	2	3	1	1	1	1	3	1	1	0	1	3	9595
1067	1068	1	1	1	1	1	1	1	1	1	120	96	96	156	156	120	96	156	156	210	273	168	273	168	273	210	210	210	3	3	3	2	3	2	3	2	3	1	1	1	1	1	1	1	1	1	165	132	139	139	144	144	172	149	198	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	145	151	159	159	159	159	151	145	159	1	1	1	1	1	1	1	1	1	158	119	119	119	132	132	158	132	158	120	120	120	60	120	60	60	120	30	301	238	301	259	259	238	238	238	259	1	0	4	17	3	1	0	1	1	3	22	1	0	1	4	9604
1068	1069	1	1	1	1	1	1	1	1	1	90	72	72	117	117	90	72	117	117	140	182	112	182	112	182	140	140	140	3	2	3	2	3	2	3	2	3	1	1	1	1	1	1	1	1	1	123	99	103	103	108	108	128	111	144	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	145	148	152	152	152	152	148	145	152	1	1	1	1	1	1	1	1	1	119	89	89	89	99	99	119	99	119	120	120	120	60	120	60	60	120	30	227	173	227	191	191	173	173	173	191	3	0	4	1	3	1	1	1	1	3	22	1	0	1	4	9613
1069	1070	1	1	1	1	1	1	1	1	1	36	58	45	58	36	45	36	58	45	70	91	91	56	91	56	56	56	70	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	58	76	68	68	63	52	68	76	76	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	38	34	31	31	31	34	31	34	34	1	1	1	1	1	1	1	1	1	50	50	45	45	50	45	60	60	50	30	120	30	60	30	30	60	30	60	103	103	103	82	89	89	89	103	89	3	0	4	2	3	1	0	1	1	3	22	1	0	1	5	9622
1070	1071	1	1	1	1	1	1	1	1	1	112	182	140	182	112	140	112	182	140	220	286	286	176	286	176	176	176	220	3	2	2	2	2	2	3	3	3	1	1	1	1	1	1	1	1	1	149	189	172	172	161	139	172	182	189	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	130	118	109	109	109	118	109	118	118	1	1	1	1	1	1	1	1	1	128	128	115	115	128	115	154	154	128	30	120	30	60	30	30	60	30	60	299	299	299	233	255	255	255	299	255	1	0	4	22	3	1	1	1	1	3	17	1	0	1	1	9631
1071	1072	1	1	1	1	1	1	1	1	1	60	97	75	97	60	75	60	97	75	120	156	156	96	156	96	96	96	120	3	2	2	2	3	2	3	2	3	1	1	1	1	1	1	1	1	1	91	103	98	98	95	86	103	106	103	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	106	102	99	99	99	102	99	102	102	1	1	1	1	1	1	1	1	1	86	86	77	77	86	77	103	103	86	30	120	30	60	30	30	60	30	60	186	186	186	142	157	157	157	186	157	1	0	4	12	3	1	0	1	1	3	22	1	0	1	2	9640
1072	1073	1	1	1	1	1	1	1	1	1	115	92	92	149	149	115	92	149	149	180	234	144	234	144	234	180	180	180	2	2	3	2	3	2	2	2	3	1	1	1	1	1	1	1	1	1	128	106	108	108	114	114	132	116	149	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	112	117	123	123	123	123	117	112	123	1	1	1	1	1	1	1	1	1	127	95	95	95	106	106	127	106	127	120	120	120	60	120	60	60	120	30	230	175	230	193	193	175	175	175	193	1	0	4	12	3	1	0	1	1	3	25	1	0	1	2	9649
1073	1074	1	1	1	1	1	1	1	1	1	88	143	110	143	88	110	88	143	110	190	247	247	152	247	152	152	152	190	3	2	2	3	2	3	3	3	3	1	1	1	1	1	1	1	1	1	132	156	144	144	139	123	149	161	156	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	179	171	165	165	165	171	165	171	171	1	1	1	1	1	1	1	1	1	116	116	104	104	116	104	139	139	116	30	120	30	60	30	30	60	30	60	333	333	333	259	284	284	284	333	284	2	0	4	2	3	1	0	1	1	3	17	1	0	1	2	9658
1074	1075	1	1	1	1	1	1	1	1	1	65	84	52	52	84	52	65	65	65	117	117	117	72	90	90	72	90	72	3	2	3	3	2	3	3	3	3	1	1	1	1	1	1	1	1	1	91	91	99	90	76	83	99	76	83	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	132	130	134	132	132	130	134	134	130	1	1	1	1	1	1	1	1	1	91	91	91	76	68	68	91	68	76	120	30	60	30	60	120	120	30	60	143	135	160	135	160	143	135	135	160	1	0	4	10	3	1	1	1	1	3	25	1	0	1	2	9667
1075	1076	1	1	1	1	1	1	1	1	1	100	130	80	80	130	80	100	100	100	208	208	208	128	160	160	128	160	128	3	2	3	3	2	3	3	3	3	1	1	1	1	1	1	1	1	1	149	144	177	156	116	139	177	123	132	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	88	82	96	88	88	82	96	96	82	1	1	1	1	1	1	1	1	1	133	133	133	111	100	100	133	100	111	120	30	60	30	60	120	120	30	60	196	177	233	177	233	196	177	177	233	2	0	4	1	3	1	1	1	1	3	22	1	0	1	2	9676
1076	1077	1	1	1	1	1	1	1	1	1	70	91	56	56	91	56	70	70	70	156	156	156	96	120	120	96	120	96	2	2	3	3	2	3	3	2	3	1	1	1	1	1	1	1	1	1	116	111	132	116	91	108	132	98	103	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	69	64	75	69	69	64	75	75	64	1	1	1	1	1	1	1	1	1	108	108	108	90	81	81	108	81	90	120	30	60	30	60	120	120	30	60	145	131	172	131	172	145	131	131	172	2	0	4	2	3	1	1	1	1	3	25	1	0	1	2	9685
1077	1078	1	1	1	1	1	1	1	1	1	168	273	210	273	168	210	168	273	210	270	351	351	216	351	216	216	216	270	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	165	205	189	189	177	156	194	205	205	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	166	154	145	145	145	154	145	154	154	1	1	1	1	1	1	1	1	1	149	149	134	134	149	134	179	179	149	30	120	30	60	30	30	60	30	60	381	381	381	289	320	320	320	381	320	3	0	4	17	3	1	1	1	1	3	22	1	0	1	2	9694
1078	1079	1	1	1	1	1	1	1	1	1	90	117	72	72	117	72	90	90	90	234	234	234	144	180	180	144	180	144	3	2	3	3	2	3	3	3	3	1	1	1	1	1	1	1	1	1	132	128	149	132	106	123	149	108	116	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	117	112	123	117	117	112	123	123	112	1	1	1	1	1	1	1	1	1	127	127	127	106	95	95	127	95	106	120	30	60	30	60	120	120	30	60	193	175	230	175	230	193	175	175	230	2	0	4	12	3	1	1	1	1	3	25	1	0	1	3	9703
1079	1080	1	1	1	1	1	1	1	1	1	44	71	55	71	44	55	44	71	55	90	117	117	72	117	72	72	72	90	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	80	86	80	80	80	70	90	91	86	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	118	116	114	114	114	116	114	116	116	1	1	1	1	1	1	1	1	1	71	71	64	64	71	64	85	85	71	30	120	30	60	30	30	60	30	60	166	166	166	127	140	140	140	166	140	1	0	4	23	3	1	1	1	1	3	25	1	0	1	4	9712
1080	1081	1	1	1	1	1	1	1	1	1	150	195	120	120	195	120	150	150	150	312	312	312	192	240	240	192	240	192	3	2	3	3	2	3	3	2	2	1	1	1	1	1	1	1	1	1	194	182	220	194	144	177	220	156	165	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	161	153	171	161	161	153	171	171	153	1	1	1	1	1	1	1	1	1	173	173	173	144	130	130	173	130	144	120	30	60	30	60	120	120	30	60	290	262	346	262	346	290	262	262	346	2	0	4	25	3	1	1	1	1	3	20	1	0	1	4	9721
1081	1082	1	1	1	1	1	1	1	1	1	85	68	68	110	110	85	68	110	110	140	182	112	182	112	182	140	140	140	3	2	3	2	3	2	3	2	3	1	1	1	1	1	1	1	1	1	108	90	91	91	95	95	111	98	123	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	101	104	108	108	108	108	104	101	108	1	1	1	1	1	1	1	1	1	108	81	81	81	90	90	108	90	108	120	120	120	60	120	60	60	120	30	191	143	191	159	159	143	143	143	159	2	0	4	12	3	1	1	1	1	3	22	1	0	1	4	9730
1082	1083	1	1	1	1	1	1	1	1	1	100	80	80	130	130	100	80	130	130	160	208	128	208	128	208	160	160	160	2	2	3	2	3	2	3	2	2	1	1	1	1	1	1	1	1	1	128	103	106	106	108	108	132	114	144	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	159	164	170	170	170	170	164	159	170	1	1	1	1	1	1	1	1	1	119	89	89	89	99	99	119	99	119	120	120	120	60	120	60	60	120	30	271	225	271	240	240	225	225	225	240	2	0	4	2	3	1	1	1	1	3	25	1	0	1	4	9739
1083	1084	1	1	1	1	1	1	1	1	1	155	201	124	124	201	124	155	155	155	325	325	325	200	250	250	200	250	200	2	2	3	3	2	3	3	2	2	1	1	1	1	1	1	1	1	1	210	194	248	210	156	194	248	165	177	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	102	91	116	102	102	91	116	116	91	1	1	1	1	1	1	1	1	1	179	179	179	149	134	134	179	134	149	120	30	60	30	60	120	120	30	60	290	262	346	262	346	290	262	262	346	3	0	4	17	3	1	1	1	1	3	25	1	0	1	4	9748
1084	1085	1	1	1	1	1	1	1	1	1	64	104	80	104	64	80	64	104	80	130	169	169	104	169	104	104	104	130	3	3	3	3	3	2	3	3	3	1	1	1	1	1	1	1	1	1	108	128	114	114	111	99	123	128	128	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	205	201	198	198	198	201	198	201	201	1	1	1	1	1	1	1	1	1	99	99	89	89	99	89	119	119	99	30	120	30	60	30	30	60	30	60	290	290	290	239	256	256	256	290	256	2	0	4	23	3	1	1	1	1	3	1	1	0	1	5	9757
1085	1086	1	1	1	1	1	1	1	1	1	125	162	100	100	162	100	125	125	125	260	260	260	160	200	200	160	200	160	3	2	3	3	2	3	3	2	3	1	1	1	1	1	1	1	1	1	156	144	177	156	116	144	177	128	132	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	74	68	82	74	74	68	82	82	68	1	1	1	1	1	1	1	1	1	137	137	137	114	103	103	137	103	114	120	30	60	30	60	120	120	30	60	182	165	216	165	216	182	165	165	216	2	0	4	1	3	1	1	1	1	3	22	1	0	1	5	9766
1086	1087	1	1	1	1	1	1	1	1	1	160	208	128	128	208	128	160	160	160	351	351	351	216	270	270	216	270	216	3	2	3	3	2	3	3	2	3	1	1	1	1	1	1	1	1	1	165	156	198	172	128	156	198	132	144	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	71	63	81	71	71	63	81	81	63	1	1	1	1	1	1	1	1	1	148	148	148	123	111	111	148	111	123	120	30	60	30	60	120	120	30	60	200	182	236	182	236	200	182	182	236	2	0	4	1	3	1	1	1	1	3	25	1	0	1	5	9775
1087	1088	1	1	1	1	1	1	1	1	1	70	91	56	56	91	56	70	70	70	143	143	143	88	110	110	88	110	88	3	2	3	3	2	3	3	2	3	1	1	1	1	1	1	1	1	1	106	99	123	106	83	99	123	86	91	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	49	44	55	49	49	44	55	55	44	1	1	1	1	1	1	1	1	1	96	96	96	80	72	72	96	72	80	120	30	60	30	60	120	120	30	60	125	114	146	114	146	125	114	114	146	2	0	4	2	3	1	1	1	1	3	25	1	0	1	5	9784
1088	1089	1	1	1	1	1	1	1	1	1	104	169	130	169	104	130	104	169	130	250	325	325	200	325	200	200	200	250	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	165	198	182	182	172	156	194	198	198	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	235	225	217	217	217	225	217	225	225	1	1	1	1	1	1	1	1	1	149	149	134	134	149	134	179	179	149	30	120	30	60	30	30	60	30	60	406	406	406	328	354	354	354	406	354	4	0	4	18	3	1	1	1	1	3	25	1	0	1	5	9793
1089	1090	1	1	1	1	1	1	1	1	1	85	68	68	110	110	85	68	110	110	130	169	104	169	104	169	130	130	130	3	2	3	2	3	3	3	2	3	1	1	1	1	1	1	1	1	1	108	91	95	95	98	98	111	99	123	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	111	114	118	118	118	118	114	111	118	1	1	1	1	1	1	1	1	1	109	82	82	82	91	91	109	91	109	120	120	120	60	120	60	60	120	30	199	151	199	167	167	151	151	151	167	1	0	4	12	3	1	0	1	1	3	17	1	0	1	2	9802
1090	1091	1	1	1	1	1	1	1	1	1	76	123	95	123	76	95	76	123	95	170	221	221	136	221	136	136	136	170	3	2	2	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	106	116	108	108	108	98	123	123	116	10	10	20	30	30	10	20	30	30	0	0	0	0	0	0	0	0	0	161	157	154	154	154	157	154	157	157	1	1	1	1	1	1	1	1	1	99	99	89	89	99	89	119	119	99	30	120	30	60	30	30	60	30	60	247	247	247	195	212	212	212	247	212	2	0	4	12	3	1	0	1	1	3	22	1	0	1	2	9811
1091	1092	1	1	1	1	1	1	1	1	1	95	76	76	123	123	95	76	123	123	170	221	136	221	136	221	170	170	170	3	2	3	2	3	2	3	2	2	1	1	1	1	1	1	1	1	1	116	98	99	99	103	103	123	106	132	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	116	119	123	123	123	123	119	116	123	1	1	1	1	1	1	1	1	1	118	88	88	88	98	98	118	98	118	120	120	120	60	120	60	60	120	30	209	157	209	174	174	157	157	157	174	3	0	4	12	3	1	1	1	1	3	22	1	0	1	2	9820
1092	1093	1	1	1	1	1	1	1	1	1	85	110	68	68	110	68	85	85	85	221	221	221	136	170	170	136	170	136	3	2	3	3	2	3	3	2	3	1	1	1	1	1	1	1	1	1	139	132	165	144	106	132	165	114	123	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	56	50	64	56	56	50	64	64	50	1	1	1	1	1	1	1	1	1	124	124	124	103	93	93	124	93	103	120	30	60	30	60	120	120	30	60	164	150	193	150	193	164	150	150	193	4	0	4	22	3	1	1	1	1	3	1	1	0	1	2	9829
1093	1094	1	1	1	1	1	1	1	1	1	105	136	84	84	136	84	105	105	105	208	208	208	128	160	160	128	160	128	3	2	3	3	2	3	3	3	3	1	1	1	1	1	1	1	1	1	144	139	156	139	111	128	156	114	123	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	282	279	286	282	282	279	286	286	279	1	1	1	1	1	1	1	1	1	133	133	133	111	100	100	133	100	111	120	30	60	30	60	120	120	30	60	331	303	387	303	387	331	303	303	387	3	0	4	23	3	1	1	1	1	3	1	1	0	1	3	9838
1094	1095	1	1	1	1	1	1	1	1	1	110	143	88	88	143	88	110	110	110	221	221	221	136	170	170	136	170	136	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	132	128	149	132	106	123	149	108	116	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	117	112	123	117	117	112	123	123	112	1	1	1	1	1	1	1	1	1	127	127	127	106	95	95	127	95	106	120	30	60	30	60	120	120	30	60	193	175	230	175	230	193	175	175	230	2	0	4	12	3	1	0	1	1	3	25	1	0	1	4	9847
1095	1096	1	1	1	1	1	1	1	1	1	55	71	44	44	71	44	55	55	55	130	130	130	80	100	100	80	100	80	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	103	98	116	103	80	95	116	83	90	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	64	61	68	64	64	61	68	68	61	1	1	1	1	1	1	1	1	1	91	91	91	76	68	68	91	68	76	120	30	60	30	60	120	120	30	60	119	108	141	108	141	119	108	108	141	2	0	4	1	3	1	1	1	1	3	2	1	0	1	4	9856
1096	1097	1	1	1	1	1	1	1	1	1	40	32	32	52	52	40	32	52	52	70	91	56	91	56	91	70	70	70	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	68	52	53	53	57	57	71	62	80	30	30	20	10	30	20	10	20	20	0	0	0	0	0	0	0	0	0	51	53	55	55	55	55	53	51	55	1	1	1	1	1	1	1	1	1	62	47	47	47	52	52	62	52	62	120	120	120	60	120	60	60	120	30	90	70	90	77	77	70	70	70	77	1	0	4	22	3	1	1	1	1	3	25	1	0	1	5	9865
1097	1098	1	1	1	1	1	1	1	1	1	100	130	80	80	130	80	100	100	100	195	195	195	120	150	150	120	150	120	2	2	2	3	2	2	3	2	2	1	1	1	1	1	1	1	1	1	132	128	161	139	103	128	161	108	116	20	10	30	20	20	10	10	30	10	0	0	0	0	0	0	0	0	0	61	55	69	61	61	55	69	69	55	1	1	1	1	1	1	1	1	1	118	118	118	98	88	88	118	88	98	120	30	60	30	60	120	120	30	60	174	159	205	159	205	174	159	159	205	2	0	4	2	3	1	0	1	1	3	17	1	0	1	2	9874
